,Start,End,Sleep quality,Time in bed,Activity (steps),Stressful day Total,Drank coffee Total,Drank tea Total,Ate late Total,Worked out Total
827,2017-12-07 22:04:00,2017-12-08 06:31:00,0.82,496.2,218,0,0,0,0,0
828,2017-12-09 23:39:00,2017-12-10 08:15:00,0.95,501.0,0,0,0,0,0,0
829,2017-12-10 22:16:00,2017-12-11 06:06:00,0.7,449.40000000000003,96,0,0,0,0,0
830,2017-12-11 21:47:00,2017-12-12 05:57:00,0.68,485.4,7339,0,0,0,0,0
831,2017-12-12 22:09:00,2017-12-13 05:55:00,0.72,447.0,6970,0,0,0,0,0
832,2017-12-14 22:47:00,2017-12-15 05:51:00,0.6,422.4,1566,0,0,0,0,0
833,2017-12-17 21:35:00,2017-12-18 06:08:00,0.8,499.8,5184,0,0,0,0,0
834,2017-12-18 21:39:00,2017-12-19 06:05:00,0.79,495.59999999999997,75,0,0,0,0,0
835,2017-12-19 22:05:00,2017-12-20 06:25:00,0.79,491.99999999999994,3088,0,0,0,0,0
836,2017-12-20 21:30:00,2017-12-21 05:52:00,0.59,493.20000000000005,4553,0,0,0,0,0
837,2017-12-21 22:10:00,2017-12-22 06:55:00,0.75,506.4,1306,0,0,0,0,0
838,2017-12-26 21:19:00,2017-12-27 07:55:00,0.97,621.0,373,0,0,0,0,0
839,2017-12-29 00:06:00,2017-12-29 07:57:00,0.75,450.0,5168,0,0,0,0,0
840,2017-12-29 22:00:00,2017-12-30 08:08:00,0.75,604.8,61,0,0,0,0,0
841,2018-01-01 21:30:00,2018-01-02 05:56:00,0.81,495.0,2544,0,0,0,0,0
842,2018-01-02 22:31:00,2018-01-03 05:48:00,0.76,430.2,475,0,0,0,0,0
843,2018-01-03 20:28:00,2018-01-04 03:40:00,0.0,0.0,47,0,0,0,0,0
844,2018-01-04 22:19:00,2018-01-05 07:25:00,0.91,543.0,5064,0,0,0,0,0
845,2018-01-06 23:13:00,2018-01-07 08:00:00,0.86,507.6,2101,0,0,0,0,0
846,2018-01-07 22:09:00,2018-01-08 06:10:00,0.83,480.59999999999997,1334,0,0,0,0,0
847,2018-01-08 22:53:00,2018-01-09 05:45:00,0.77,390.59999999999997,2262,0,0,0,0,0
848,2018-01-09 22:22:00,2018-01-10 06:23:00,0.9,480.59999999999997,4529,0,0,0,0,0
849,2018-01-10 21:31:00,2018-01-11 05:10:00,0.71,442.8,6224,0,0,0,0,0
850,2018-01-11 21:54:00,2018-01-12 05:01:00,0.7,423.59999999999997,47,0,0,0,0,0
851,2018-01-12 21:50:00,2018-01-13 07:38:00,0.7,568.8000000000001,6296,0,0,0,0,0
852,2018-01-13 22:07:00,2018-01-14 07:09:00,0.64,541.1999999999999,2405,0,0,0,0,0
853,2018-01-14 22:02:00,2018-01-15 05:50:00,0.73,448.8,9237,0,0,0,0,0
854,2018-01-15 22:45:00,2018-01-16 06:00:00,0.79,429.0,2818,0,0,0,0,0
855,2018-01-16 22:09:00,2018-01-17 06:01:00,0.71,450.59999999999997,5752,0,0,0,0,0
856,2018-01-17 22:45:00,2018-01-18 06:12:00,0.84,436.2,6631,0,0,0,0,0
857,2018-01-18 22:46:00,2018-01-19 06:48:00,0.59,481.2,9516,0,0,0,0,0
858,2018-01-19 22:21:00,2018-01-20 08:22:00,0.71,600.6,4454,0,0,0,0,0
859,2018-01-20 23:44:00,2018-01-21 07:01:00,0.67,430.2,7253,0,0,0,0,0
860,2018-01-21 22:04:00,2018-01-22 06:01:00,0.84,453.59999999999997,22,0,0,0,0,0
861,2018-01-22 23:15:00,2018-01-23 06:00:00,0.66,386.40000000000003,2334,0,0,0,0,0
862,2018-01-23 21:41:00,2018-01-24 06:00:00,0.73,490.79999999999995,2867,0,0,0,0,0
863,2018-01-24 20:58:00,2018-01-25 06:02:00,0.84,541.8,4881,0,0,0,0,0
864,2018-01-25 23:17:00,2018-01-26 06:00:00,0.72,385.79999999999995,2149,0,0,0,0,0
865,2018-01-26 22:13:00,2018-01-27 07:20:00,0.92,544.2,1720,0,0,0,0,0
866,2018-01-28 01:21:00,2018-01-28 08:49:00,0.81,436.2,6518,0,0,0,0,0
867,2018-01-28 21:30:00,2018-01-29 05:00:00,0.69,437.4,29,0,0,0,0,0
868,2018-01-29 21:37:00,2018-01-30 06:01:00,0.79,493.8,107,0,0,0,0,0
869,2018-01-30 22:18:00,2018-01-31 06:03:00,0.77,446.40000000000003,5277,0,0,0,0,0
870,2018-01-31 22:29:00,2018-02-01 06:02:00,0.72,439.20000000000005,1325,0,0,0,0,0
871,2018-02-01 21:25:00,2018-02-02 06:45:00,0.8,552.0,3319,0,0,0,0,0
872,2018-02-03 02:20:00,2018-02-03 07:44:00,0.65,313.8,4810,0,0,0,0,0
873,2018-02-03 08:32:00,2018-02-03 09:08:00,0.08,21.599999999999998,166,0,0,0,0,0
874,2018-02-03 22:29:00,2018-02-04 07:37:00,0.96,544.8,362,0,0,0,0,0
875,2018-02-04 23:09:00,2018-02-05 06:01:00,0.72,391.2,2528,0,0,0,0,0
876,2018-02-05 22:02:00,2018-02-06 06:00:00,0.78,454.8,7982,0,0,0,0,0
877,2018-02-06 21:44:00,2018-02-07 06:12:00,0.82,496.79999999999995,5039,0,0,0,0,0
878,2018-02-07 23:18:00,2018-02-08 06:48:00,0.73,437.4,2435,0,0,0,0,0
879,2018-02-08 22:41:00,2018-02-09 06:00:00,0.93,430.79999999999995,68,0,0,0,0,0
880,2018-02-09 23:07:00,2018-02-10 07:26:00,0.76,490.79999999999995,5598,0,0,0,0,0
881,2018-02-11 22:44:00,2018-02-12 07:08:00,0.91,494.40000000000003,1901,0,0,0,0,0
882,2018-02-12 21:54:00,2018-02-13 07:02:00,0.91,544.8,56,0,0,0,0,0
883,2018-02-13 23:49:00,2018-02-14 07:00:00,0.81,426.6,64,0,0,0,0,0
884,2018-02-14 21:24:00,2018-02-15 06:20:00,0.71,513.6,3316,0,0,0,0,0
885,2018-02-15 21:36:00,2018-02-16 06:50:00,0.8,547.8000000000001,6555,0,0,0,0,0
886,2018-02-16 22:52:00,2018-02-17 07:48:00,0.91,513.0,2291,0,0,0,0,0
